patient_id,feature,state15_cells,rest_of_candidate_cells,state15_mean,rest_mean,delta_mean,state15_median,rest_median,delta_median,mannwhitney_u,mannwhitney_pvalue,delta_mean_direction
LAM3,AT2,26,1652,1.2957085691965544,1.1423881405978025,0.15332042859875195,1.2770701050758362,0.9496469497680664,0.3274231553077698,28203.0,0.00607204267112431,positive
LAM3,macrophage,26,1652,0.9919564242546375,0.4428798610820338,0.5490765631726037,0.916100800037384,0.1740971952676773,0.7420036047697067,36387.0,1.1268193115757421e-09,positive
LAM3,endothelial,26,1652,0.062710218418103,0.1349362718881746,-0.07222605347007162,0.07429628446698189,0.05975235812366009,0.0145439263433218,19591.0,0.4250378941077264,negative_or_equal
LAM3,fibroblast,26,1652,1.1360022677825048,0.20119652798293344,0.9348057397995714,1.1560829877853394,0.05228047072887421,1.1038025170564651,40591.0,8.568862884448316e-16,positive
LAM3,mesothelial,26,1652,0.03441871974903803,0.06245118381340535,-0.028032464064367317,0.0,0.0,0.0,17998.0,0.10522064999725307,negative_or_equal
LAM3,pericyte_VSMC,26,1652,1.0109474200468798,0.2392499551992214,0.7716974648476583,0.9013502299785614,0.08987760916352272,0.8114726208150387,39474.0,1.533948651615572e-13,positive
LAM32,LAMCORE_777,10,802,0.5418143600225449,0.23303154916583824,0.30878281085670667,0.5219566524028778,0.2196495160460472,0.3023071363568306,7980.0,7.240338452644706e-08,positive
LAM32,CORE1,10,802,1.3141699731349945,0.46698622199523254,0.847183751139762,1.2372647523880005,0.15789084136486053,1.07937391102314,7014.0,4.121815334564506e-05,positive
LAM32,CORE2,10,802,1.2874704033136368,0.3378570627286436,0.9496133405849932,1.4258835315704346,0.2983664572238922,1.1275170743465424,7789.0,2.9596480290605665e-07,positive
LAM32,CORE3_identity,10,802,1.6717443823814393,0.4226950314360441,1.2490493509453953,1.694555401802063,0.42103199660778046,1.2735234051942825,8014.0,5.596771244396237e-08,positive
LAM32,gene_PMEL,10,802,2.402845728397369,0.029311339159558837,2.3735343892378102,2.6573671102523804,0.0,2.6573671102523804,7581.0,1.6435143745526575e-45,positive
LAM32,gene_MLANA,10,802,0.6917061418294906,0.01529282747658708,0.6764133143529035,0.0,0.0,0.0,5561.0,1.612313968995772e-16,positive
LAM32,gene_MITF,10,802,0.7656531274318695,1.073631003684831,-0.3079778762529616,0.6928426623344421,0.9237980842590332,-0.23095542192459106,3295.5,0.32935969210496296,negative_or_equal
LAM32,gene_ACTA2,10,802,2.857782280445099,0.755912570761252,2.101869709683847,2.704220771789551,0.0,2.704220771789551,7143.0,2.9893956921171194e-06,positive
LAM32,gene_ACTG2,10,802,0.44853848218917847,0.15659154825228408,0.2919469339368944,0.0,0.0,0.0,4830.0,0.028725389062778398,positive
LAM32,gene_MYH11,10,802,0.8080631494522095,0.3348791690501489,0.47318398040206056,0.0,0.0,0.0,4660.5,0.15024061422388033,positive
LAM32,gene_VEGFD,10,802,0.454950749874115,0.15599213232126022,0.2989586175528548,0.0,0.0,0.0,5025.0,0.024739208485175936,positive
LAM32,gene_CTSK,10,802,3.4225613355636595,0.5202323849547533,2.902328950608906,3.7538983821868896,0.0,3.7538983821868896,7800.0,3.515441712079128e-08,positive
