pool,donor_id,candidate_program,gene,weight,rank_position,selected_rank,selected_seed,n_cells
high_confidence,LAM1110,program_6,IRF1,1.1771832704544067,36,6,0,125
high_confidence,LAM1110,program_6,GABARAP,1.163881540298462,37,6,0,125
high_confidence,LAM1110,program_6,GNB2L1,1.1465874910354614,38,6,0,125
high_confidence,LAM1110,program_6,CXCL3,1.1446157693862915,39,6,0,125
high_confidence,LAM1110,program_6,FCGR3A,1.1436610221862793,40,6,0,125
high_confidence,LAM1110,program_6,HMGB2,1.1303229331970215,41,6,0,125
high_confidence,LAM1110,program_6,NFKBIA,1.1284880638122559,42,6,0,125
high_confidence,LAM1110,program_6,CLU,1.1218944787979126,43,6,0,125
high_confidence,LAM1110,program_6,IER3,1.121092438697815,44,6,0,125
high_confidence,LAM1110,program_6,PBX1,1.1056557893753052,45,6,0,125
high_confidence,LAM1110,program_6,CALR,1.0912967920303345,46,6,0,125
high_confidence,LAM1110,program_6,SRSF5,1.076092004776001,47,6,0,125
high_confidence,LAM1110,program_6,CDC42,1.0754148960113525,48,6,0,125
high_confidence,LAM1110,program_6,LDHA,1.0602647066116333,49,6,0,125
high_confidence,LAM1110,program_6,SFTPD,1.0511939525604248,50,6,0,125
high_confidence,LAM1158,program_1,HLA-A,3.0748658180236816,1,6,1,183
high_confidence,LAM1158,program_1,ARPC3,2.6561195850372314,2,6,1,183
high_confidence,LAM1158,program_1,UBE2C,2.6010000705718994,3,6,1,183
high_confidence,LAM1158,program_1,APOE,2.488976001739502,4,6,1,183
high_confidence,LAM1158,program_1,GSTO1,2.36254620552063,5,6,1,183
high_confidence,LAM1158,program_1,NDRG1,2.245973587036133,6,6,1,183
high_confidence,LAM1158,program_1,CCL14,2.136890172958374,7,6,1,183
high_confidence,LAM1158,program_1,LUM,1.9414702653884888,8,6,1,183
high_confidence,LAM1158,program_1,ACTG1,1.9349561929702759,9,6,1,183
high_confidence,LAM1158,program_1,YBX1,1.889927864074707,10,6,1,183
high_confidence,LAM1158,program_1,HSP90AA1,1.8730700016021729,11,6,1,183
high_confidence,LAM1158,program_1,IL1B,1.8610997200012207,12,6,1,183
high_confidence,LAM1158,program_1,MTCH1,1.7858372926712036,13,6,1,183
high_confidence,LAM1158,program_1,UQCRH,1.7812414169311523,14,6,1,183
high_confidence,LAM1158,program_1,CD7,1.7495824098587036,15,6,1,183
high_confidence,LAM1158,program_1,FN1,1.749313473701477,16,6,1,183
high_confidence,LAM1158,program_1,GRN,1.735931158065796,17,6,1,183
high_confidence,LAM1158,program_1,KDM6B,1.7116773128509521,18,6,1,183
high_confidence,LAM1158,program_1,YWHAB,1.6778019666671753,19,6,1,183
high_confidence,LAM1158,program_1,COX8A,1.6634372472763062,20,6,1,183
high_confidence,LAM1158,program_1,HSP90B1,1.613464117050171,21,6,1,183
high_confidence,LAM1158,program_1,MYL12A,1.590727686882019,22,6,1,183
high_confidence,LAM1158,program_1,GZMB,1.5497790575027466,23,6,1,183
high_confidence,LAM1158,program_1,ACTB,1.5211551189422607,24,6,1,183
high_confidence,LAM1158,program_1,PARK7,1.5175293684005737,25,6,1,183
high_confidence,LAM1158,program_1,C7,1.5083105564117432,26,6,1,183
high_confidence,LAM1158,program_1,MGLL,1.4867128133773804,27,6,1,183
high_confidence,LAM1158,program_1,PFDN5,1.4760128259658813,28,6,1,183
high_confidence,LAM1158,program_1,ATP5G2,1.4720746278762817,29,6,1,183
high_confidence,LAM1158,program_1,MMP2,1.4606088399887085,30,6,1,183
high_confidence,LAM1158,program_1,EIF3K,1.4592151641845703,31,6,1,183
high_confidence,LAM1158,program_1,MYL9,1.4578694105148315,32,6,1,183
high_confidence,LAM1158,program_1,EIF3H,1.4546047449111938,33,6,1,183
high_confidence,LAM1158,program_1,MKI67,1.4522030353546143,34,6,1,183
high_confidence,LAM1158,program_1,RAC1,1.438409447669983,35,6,1,183
high_confidence,LAM1158,program_1,DBI,1.4325001239776611,36,6,1,183
high_confidence,LAM1158,program_1,ATP6V0E1,1.4108121395111084,37,6,1,183
high_confidence,LAM1158,program_1,GUK1,1.4042762517929077,38,6,1,183
high_confidence,LAM1158,program_1,SDCBP,1.3866459131240845,39,6,1,183
high_confidence,LAM1158,program_1,CHD1,1.375266671180725,40,6,1,183
high_confidence,LAM1158,program_1,TFPI,1.3677154779434204,41,6,1,183
high_confidence,LAM1158,program_1,ACTA2,1.3626600503921509,42,6,1,183
high_confidence,LAM1158,program_1,ATP6V0C,1.3599457740783691,43,6,1,183
high_confidence,LAM1158,program_1,RGS5,1.3588732481002808,44,6,1,183
high_confidence,LAM1158,program_1,GNB2L1,1.347359538078308,45,6,1,183
high_confidence,LAM1158,program_1,TRAPPC1,1.339856743812561,46,6,1,183
high_confidence,LAM1158,program_1,MMP12,1.3349095582962036,47,6,1,183
high_confidence,LAM1158,program_1,CTSB,1.3337076902389526,48,6,1,183
high_confidence,LAM1158,program_1,CTSH,1.3316038846969604,49,6,1,183
high_confidence,LAM1158,program_1,RP11-290D2.6,1.326722502708435,50,6,1,183
high_confidence,LAM1158,program_2,ID2,2.140092134475708,1,6,1,183
high_confidence,LAM1158,program_2,RGS5,1.996966004371643,2,6,1,183
high_confidence,LAM1158,program_2,GZMB,1.8506581783294678,3,6,1,183
high_confidence,LAM1158,program_2,MMP9,1.8460752964019775,4,6,1,183
