names,scores,logfoldchanges,pvals,pvals_adj
POMGNT2,-0.27669698,-0.30925342,0.7820127860119724,1.0
C11orf45,-0.2767918,-1.446503,0.7819399763926371,1.0
THNSL2,-0.27681077,0.16374214,0.781925414698047,1.0
DOLPP1,-0.27696246,-1.1581343,0.7818089238934613,1.0
PTPRB,-0.27697513,-2.3945482,0.781799216547308,1.0
AP000692.10,-0.27698776,-22.98984,0.781789509235145,1.0
BATF2,-0.27698776,-23.35487,0.781789509235145,1.0
BBS5,-0.27698776,-22.959896,0.781789509235145,1.0
CYP2F1,-0.27698776,-23.446104,0.781789509235145,1.0
SLC51B,-0.27698776,-23.267475,0.781789509235145,1.0
LRRC69,-0.27698776,-23.264442,0.781789509235145,1.0
GATM,-0.27713946,-0.5723849,0.7816730241409784,1.0
POLD1,-0.27764514,0.7852128,0.7812847758772342,1.0
HRASLS2,-0.2778727,-23.375605,0.7811100819357739,1.0
DGUOK-AS1,-0.2778727,-23.281958,0.7811100819357739,1.0
XXbac-B135H6.18,-0.2780244,-2.06003,0.7809936254442236,1.0
FGF10-AS1,-0.27821404,-1.0444102,0.7808480617372341,1.0
CITF22-92A6.1,-0.27822667,-0.8821183,0.7808383577630952,1.0
CXorf23,-0.27828357,-0.33918828,0.7807946903018781,1.0
AMMECR1,-0.27830252,-0.7314837,0.7807801346350904,1.0
MNT,-0.27842262,-0.139433,0.7806879505294968,1.0
NAGS,-0.27843526,0.43626294,0.7806782471187241,1.0
CRCP,-0.27861857,0.17362922,0.7805375515015164,1.0
TMEM185B,-0.27866915,0.38970274,0.7804987401818106,1.0
PLEKHG7,-0.27875763,-23.312729,0.7804308216884026,1.0
XKR6,-0.27875763,-23.438202,0.7804308216884026,1.0
SLC22A18AS,-0.2787703,-0.58906066,0.7804211191832454,1.0
EIF2AK3,-0.2788082,-1.2927736,0.7803920118729424,1.0
MSTO1,-0.27885246,-0.6980834,0.780358053733262,1.0
SAMD3,-0.27917483,-2.056735,0.7801106570803595,1.0
CDA,-0.27918747,0.16423921,0.7801009557043539,1.0
MICB,-0.27926964,-0.72435355,0.7800378975950054,1.0
ETS1,-0.27933916,-1.118771,0.7799845418634936,1.0
C1orf222,-0.27964258,-23.418299,0.7797517289837743,1.0
KNTC1,-0.27964258,-23.073439,0.7797517289837743,1.0
FOXN3-AS1,-0.27964258,-23.032158,0.7797517289837743,1.0
RP11-60L3.1,-0.27964258,-23.589525,0.7797517289837743,1.0
ACTL10,-0.27964258,-23.109913,0.7797517289837743,1.0
SPDYE2,-0.27964258,-23.640312,0.7797517289837743,1.0
CCL17,-0.27964258,-24.3833,0.7797517289837743,1.0
TMEM187,-0.27992705,0.19009732,0.779533484847915,1.0
NDUFA8,-0.28001553,0.39026126,0.7794655902155698,1.0
RP11-1149M10.2,-0.28007242,-0.95759606,0.7794219445545827,1.0
ENTPD3,-0.28052753,-23.118643,0.7790728043122483,1.0
PTGDR,-0.28052753,-24.429445,0.7790728043122483,1.0
SCNN1G,-0.28052753,-23.155874,0.7790728043122483,1.0
C5orf63,-0.28067923,0.096351124,0.7789564341332117,1.0
TVP23B,-0.28071085,0.1381505,0.7789321909695045,1.0
FAM210A,-0.2807298,-0.108885445,0.7789176451745183,1.0
PDGFB,-0.28141248,-23.76322,0.7783940481638,1.0
GPAT2,-0.28141248,-23.141861,0.7783940481638,1.0
TROAP,-0.28141248,-23.272223,0.7783940481638,1.0
RRS1,-0.28142512,0.2679477,0.7783843528707082,1.0
PHTF2,-0.28146306,-0.08250572,0.778355267198401,1.0
RBM34,-0.2815705,-0.17264284,0.7782728594797534,1.0
UBAC2,-0.28164002,0.091791235,0.7782195381668642,1.0
ERF,-0.28184232,-0.53167194,0.7780644275582435,1.0
CLCC1,-0.28215837,0.29381213,0.7778220849366723,1.0
STS,-0.282171,-0.84333104,0.7778123916811561,1.0
SUSD4,-0.28229743,-23.106785,0.7777154610280185,1.0
HMGCS2,-0.28229743,-23.378237,0.7777154610280185,1.0
EXOC3L1,-0.28229743,-23.517885,0.7777154610280185,1.0
C6orf52,-0.28229743,-23.26531,0.7777154610280185,1.0
TRIM4,-0.2826767,0.14860512,0.7774246898296427,1.0
RP1-292B18.4,-0.28293586,-0.22774267,0.7772260141030185,1.0
DNAJC27,-0.28311917,-1.4779876,0.7770854961648703,1.0
MEIG1,-0.28318238,-23.206854,0.777037043394107,1.0
TMPRSS3,-0.28318238,-23.127407,0.777037043394107,1.0
RAP2C-AS1,-0.28330246,-1.9349117,0.7769449855192141,1.0
TMEM129,-0.28345418,0.20270891,0.7768287063649351,1.0
DNAJC24,-0.28380182,-0.27549288,0.7765622521657577,1.0
DPH5,-0.28397882,-0.036730397,0.7764266128516992,1.0
PARP15,-0.28404203,-0.1732343,0.7763781718914633,1.0
RAPGEF4,-0.2840673,-24.24333,0.7763587957508806,1.0
IL18R1,-0.2840673,-24.15863,0.7763587957508806,1.0
GIN1,-0.28407997,-0.40376,0.7763491077327761,1.0
TRIM13,-0.28415582,0.34384224,0.7762909803548534,1.0
CTXN1,-0.28450346,-2.1623821,0.7760245792412385,1.0
ATP1B3,-0.2847247,0.12331234,0.7758550649765286,1.0
MAK,-0.28495225,-23.408724,0.775680718586766,1.0
MORF4L1P1,-0.28495225,-23.660772,0.775680718586766,1.0
ZNF575,-0.28495225,-22.93481,0.775680718586766,1.0
PTCH2,-0.28495225,-23.490725,0.775680718586766,1.0
C12orf55,-0.28495225,-23.53289,0.775680718586766,1.0
PROM1,-0.2849649,-2.9933894,0.7756710330076141,1.0
SARNP,-0.28500283,0.7880113,0.77564197647952,1.0
RCBTB2,-0.28510398,-0.2952782,0.7755644939401727,1.0
MT-ND6,-0.28542,0.117742874,0.7753223754077211,1.0
STC1,-0.28542635,-2.7063992,0.7753175332597653,1.0
SH2B1,-0.28581193,-0.3072339,0.7750221787612315,1.0
ZNF785,-0.2858372,-23.239868,0.7750028123898001,1.0
HID1,-0.2858372,-23.513552,0.7750028123898001,1.0
AC016629.8,-0.2858372,-23.328062,0.7750028123898001,1.0
FAM3D,-0.2858372,-23.566095,0.7750028123898001,1.0
KIF23,-0.2858372,-23.140211,0.7750028123898001,1.0
UHRF1BP1L,-0.28609636,-0.22835681,0.7748043151543981,1.0
MFF,-0.2863492,0.47377217,0.7746106734979494,1.0
TNFRSF19,-0.28636184,-0.3744747,0.7746009917830399,1.0
PET117,-0.2865831,0.23910485,0.7744315674470655,1.0
NMNAT1,-0.28663364,-0.37660792,0.7743928433924901,1.0
HMMR,-0.28672215,-23.423813,0.7743250776476286,1.0
CATSPERG,-0.28672215,-23.164278,0.7743250776476286,1.0
GATC,-0.2867348,-0.6739118,0.7743153969672836,1.0
FZD6,-0.28707612,0.26703247,0.7740540318672606,1.0
FAAH2,-0.28727207,0.11710013,0.7739040005086123,1.0
E2F1,-0.2874238,-0.47220346,0.7737878529984937,1.0
UNK,-0.28753123,0.64307123,0.7737055849094483,1.0
PDE8B,-0.2876071,-23.210657,0.7736475148475059,1.0
FGA,-0.2876071,-23.885248,0.7736475148475059,1.0
SCLY,-0.2876071,-22.993011,0.7736475148475059,1.0
MREG,-0.2876071,-23.233412,0.7736475148475059,1.0
SEMA6B,-0.2876071,-23.475702,0.7736475148475059,1.0
RP11-49I11.1,-0.28765765,0.10464311,0.7736088021766504,1.0
CAND1,-0.28767663,0.027740082,0.7735942850702551,1.0
RP11-439A17.7,-0.28773984,-0.570439,0.7735458952875885,1.0
BPHL,-0.28800532,0.2516964,0.7733426678132767,1.0
FRG1B,-0.2880306,0.2676017,0.7733233136259047,1.0
BIVM,-0.28813174,0.19695176,0.7732458982860142,1.0
GINS2,-0.28825817,-1.0934929,0.7731491322835965,1.0
SLC25A16,-0.28830874,0.55901706,0.7731104268699036,1.0
VRK1,-0.28846675,0.41913298,0.7729894760895712,1.0
CLC,-0.28849202,-23.272877,0.7729701244762934,1.0
C22orf34,-0.28849202,-23.578596,0.7729701244762934,1.0
FIZ1,-0.28882706,-1.3495436,0.7727137289306899,1.0
FBXO36,-0.28932008,-1.4485586,0.7723364372182038,1.0
TBX1,-0.28937697,-23.564783,0.7722929070204583,1.0
FAM83H-AS1,-0.28937697,-23.20805,0.7722929070204583,1.0
ZNF107,-0.28937697,-23.294579,0.7722929070204583,1.0
SIRPD,-0.28937697,-22.983582,0.7722929070204583,1.0
ZNF836,-0.2893833,-0.32503787,0.7722880703760526,1.0
ZBTB17,-0.28972465,-0.87657356,0.7720269047208708,1.0
TRIP13,-0.29018608,-2.1709974,0.7716738885069401,1.0
DDX51,-0.29022402,-1.4345995,0.7716448755768335,1.0
RP3-414A15.10,-0.29026192,-22.860123,0.7716158629660731,1.0
ZFPM1,-0.29026192,-23.206831,0.7716158629660731,1.0
RP4-782L23.1,-0.29026192,-23.373905,0.7716158629660731,1.0
UBE2T,-0.29029354,-1.1219221,0.7715916860344123,1.0
GAS2L3,-0.29047683,0.3042078,0.7714514642057074,1.0
CXXC5,-0.29107103,0.03143731,0.7709970034160496,1.0
PSMG1,-0.29112792,0.5664065,0.7709534953330315,1.0
RPL37AP1,-0.29114687,-23.609255,0.7709389927988141,1.0
DNASE1L3,-0.29114687,-24.10914,0.7709389927988141,1.0
PRMT5,-0.29141235,0.21543685,0.7707359657291857,1.0
RNF41,-0.29147556,-0.11431734,0.7706876282652465,1.0
AC012354.8,-0.29149452,-0.96142745,0.7706731271997188,1.0
KIAA1731,-0.2915514,0.8014593,0.7706296244840933,1.0
ZMYND12,-0.29177266,-1.0411158,0.770460454116896,1.0
PREB,-0.29179794,0.3000337,0.7704411210557983,1.0
TEKT4,-0.29203182,-23.56515,0.7702622970039608,1.0
XYLT1,-0.29203182,-24.059772,0.7702622970039608,1.0
MUC16,-0.29203182,-23.570099,0.7702622970039608,1.0
ZNF707,-0.29203182,-23.281996,0.7702622970039608,1.0
BZRAP1,-0.29203182,-23.397694,0.7702622970039608,1.0
RP5-991C6.3,-0.29203182,-23.021687,0.7702622970039608,1.0
ZNF76,-0.29251853,0.16229764,0.769890188818724,1.0
SYDE2,-0.29267025,-1.4221435,0.7697742178720074,1.0
CAHM,-0.29291677,-23.139885,0.769585776066394,1.0
HNRNPUL2,-0.29294205,0.20894466,0.7695664494708956,1.0
CEP95,-0.2930495,-0.286118,0.7694843130371524,1.0
LSG1,-0.29323283,-0.19624075,0.7693442039142279,1.0
ZBTB34,-0.2934098,-1.7478085,0.7692089332862797,1.0
LRP5L,-0.29354885,-0.31574404,0.7691026541491446,1.0
MED26,-0.29373848,-0.8014142,0.768957735045068,1.0
ZMYND11,-0.29375115,0.09882194,0.7689480740584165,1.0
ACPP,-0.2938017,-23.404463,0.7689094304705963,1.0
THSD7A,-0.2938017,-23.73133,0.7689094304705963,1.0
TIGD1,-0.2938017,-23.391768,0.7689094304705963,1.0
SMIM8,-0.29401663,-0.5251749,0.7687452016285375,1.0
FBXO15,-0.2940672,-2.1949573,0.7687065610558828,1.0
PET112,-0.29429474,-0.0358695,0.7685326855909046,1.0
RP11-66N24.4,-0.2943959,-0.8125222,0.7684554113435165,1.0
MFSD11,-0.29444012,0.3764672,0.7684216045837176,1.0
SFXN5,-0.294497,-0.9300897,0.7683781393968718,1.0
ZNF318,-0.2945539,-0.2787124,0.7683346749382243,1.0
BRD8,-0.29460448,0.02700507,0.7682960404753014,1.0
RTKN,-0.29464874,-2.3706038,0.7682622357923783,1.0
ALS2CL,-0.29468665,-23.457722,0.7682332607006495,1.0
NDC80,-0.29468665,-23.406097,0.7682332607006495,1.0
RASSF6,-0.29468665,-23.36305,0.7682332607006495,1.0
SPATA4,-0.29468665,-23.516563,0.7682332607006495,1.0
NOXO1,-0.29468665,-23.28379,0.7682332607006495,1.0
MED29,-0.29480675,0.55719584,0.7681415083800933,1.0
SNRNP48,-0.29493317,-0.024698991,0.7680449304995631,1.0
ANKRD66,-0.2949648,-1.7773209,0.7680207865920166,1.0
TADA2B,-0.29516074,-0.76320976,0.7678710993898307,1.0
CYP2J2,-0.2955716,-23.11538,0.7675572672402341,1.0
H3F3C,-0.29569802,0.65587866,0.7674607111666885,1.0
ZSCAN16,-0.29588133,-0.744044,0.7673207112716645,1.0
ITGA10,-0.29609624,-1.4539256,0.7671565831337228,1.0
FAM219B,-0.29612154,-0.003352842,0.7671372746275237,1.0
PIFO,-0.29621634,-0.9521876,0.7670648690169066,1.0
MAGI2,-0.2962353,-1.4413201,0.76705038813879,1.0
DNHD1,-0.29645655,-23.38639,0.7668814505726288,1.0
SGOL1,-0.29645655,-23.260748,0.7668814505726288,1.0
MON1A,-0.29675996,-0.6176194,0.7666497827861274,1.0
ELMOD3,-0.29688004,-0.26986536,0.7665580867152005,1.0
POLA1,-0.29720876,-1.8685799,0.7663071457692003,1.0
KCNK5,-0.2973415,-23.26734,0.766205811180709,1.0
C3orf52,-0.2973415,-23.224161,0.766205811180709,1.0
GZMK,-0.2973415,-3.3137286,0.766205811180709,1.0
ZNF467,-0.29768914,-1.9068553,0.7659404300269836,1.0
RBBP8,-0.29798624,-0.0007660542,0.7657136715294898,1.0
ZNF326,-0.29810002,0.0434502,0.765626833164627,1.0
IFT74,-0.2981253,0.64445573,0.7656075361501536,1.0
GRAMD1C,-0.29822645,-23.36986,0.7655303495469454,1.0
BORA,-0.29822645,-23.114674,0.7655303495469454,1.0
ENPP6,-0.29823276,-0.78808475,0.7655255254615355,1.0
SEC63,-0.2984856,0.28746963,0.7653325695041455,1.0
DENND1A,-0.29849824,-0.7728806,0.7653229220884283,1.0
SPATA17,-0.29877004,-0.23076656,0.7651155114584749,1.0
RP11-35G9.3,-0.29895967,-0.98320186,0.7649708163413194,1.0
RP5-827C21.4,-0.29897863,-1.2988659,0.7649563472806812,1.0
AC007182.6,-0.29911137,-23.0569,0.7648550661534039,1.0
SLC24A1,-0.29911137,-23.512104,0.7648550661534039,1.0
WDR93,-0.29911137,-23.563148,0.7648550661534039,1.0
TMEM65,-0.29911137,-23.560396,0.7648550661534039,1.0
EPPIN,-0.29911137,-23.843842,0.7648550661534039,1.0
CPA3,-0.29911137,-25.023762,0.7648550661534039,1.0
GGT6,-0.29911137,-23.094221,0.7648550661534039,1.0
PLB1,-0.29911137,-23.265749,0.7648550661534039,1.0
SIT1,-0.29919356,-2.9436023,0.7647923703277859,1.0
GNPNAT1,-0.29921883,-0.28329262,0.7647730796146063,1.0
CCBL2,-0.2997182,0.41024002,0.7643921179483525,1.0
ZNF282,-0.29988253,-0.6718453,0.7642667506249197,1.0
C1orf112,-0.29999632,-23.143269,0.7641799614817437,1.0
PAK6,-0.29999632,-23.251492,0.7641799614817437,1.0
ARHGEF16,-0.29999632,-23.320776,0.7641799614817437,1.0
RP11-134P9.3,-0.29999632,-23.11963,0.7641799614817437,1.0
EPHA4,-0.29999632,-23.617651,0.7641799614817437,1.0
C1RL-AS1,-0.29999632,-23.349499,0.7641799614817437,1.0
LRRC73,-0.29999632,-23.413296,0.7641799614817437,1.0
MUTYH,-0.3000469,0.6471329,0.7641413894800342,1.0
DCBLD2,-0.300167,-0.02314371,0.764049783321683,1.0
CLSPN,-0.3002871,-1.2800357,0.7639581804656703,1.0
CCAR2,-0.30057785,-0.28556767,0.7637364188132857,1.0
SSH3,-0.3006537,0.01704663,0.7636785711341367,1.0
DDX55,-0.30084333,0.66518784,0.7635339577085112,1.0
RP1-92O14.3,-0.30088127,-23.22586,0.7635050360132167,1.0
PPP1R36,-0.30088127,-23.417322,0.7635050360132167,1.0
SLC22A31,-0.30088127,-23.371094,0.7635050360132167,1.0
HIRA,-0.30093816,-0.41967452,0.7634616540890967,1.0
CLDN5,-0.30096975,-0.5027532,0.7634375533410525,1.0
C9orf66,-0.30107722,-1.2958688,0.7633556125126235,1.0
FBXO21,-0.3011657,0.31587017,0.7632881338208869,1.0
ASUN,-0.3014628,-0.19580819,0.7630616113686576,1.0
GTF2IRD1,-0.30153233,-2.744226,0.7630085984045006,1.0
ZNF10,-0.30176622,-23.40236,0.7628302902286667,1.0
PNRC2,-0.30182943,0.29673338,0.7627821009895575,1.0
CTNS,-0.3018547,-0.46976027,0.7627628255513306,1.0
ACTR8,-0.3019748,0.15104307,0.762671269228946,1.0
GRK5,-0.30228454,-1.2515569,0.7624351656187833,1.0
MDC1,-0.30265117,-0.29113114,0.7621557246085275,1.0
HMGN4,-0.30265117,-23.276865,0.7621557246085275,1.0
STAP1,-0.30265117,-23.430136,0.7621557246085275,1.0
TM9SF1,-0.3026954,-2.3894608,0.7621220010654486,1.0
PRKAG1,-0.30282182,0.49565434,0.7620256505742276,1.0
STX2,-0.30282813,0.5580249,0.7620208331464783,1.0
BRF2,-0.3028408,-0.75972795,0.7620111983186443,1.0
ZFYVE20,-0.3031189,0.014308305,0.7617992414412338,1.0
ASB6,-0.30332118,-1.0575303,0.7616451022071464,1.0
CTC-573N18.1,-0.3035361,-23.416243,0.7614813396328232,1.0
SLC5A8,-0.3035361,-23.59706,0.7614813396328232,1.0
RAI1,-0.30410498,-0.43563366,0.7610479020486086,1.0
IKZF5,-0.3041682,-0.50572914,0.7609997469430728,1.0
C10orf12,-0.30442104,-23.184181,0.7608071357811657,1.0
LINC00607,-0.30442104,-23.14274,0.7608071357811657,1.0
C14orf1,-0.30449057,0.38276547,0.7607541703101333,1.0
SLC8A1,-0.30454114,0.4636479,0.7607156506718727,1.0
MTUS1,-0.3048635,-0.2604961,0.7604701019266207,1.0
SAT2,-0.30488247,0.37093994,0.7604556586340492,1.0
PIAS3,-0.3051922,-0.026622616,0.7602197633458985,1.0
CHORDC1,-0.30522382,-0.19299428,0.7601956936514954,1.0
ABCA13,-0.305306,-23.721659,0.7601331135327551,1.0
NAA35,-0.3053313,0.050729174,0.7601138584274432,1.0
MIB1,-0.3055525,0.08821093,0.759945382598027,1.0
INTS6,-0.30569157,0.41945207,0.7598394893338098,1.0
GDAP1,-0.30578008,-1.077993,0.7597721050547447,1.0
ZNF616,-0.30619094,-23.207848,0.7594592733663779,1.0
HES2,-0.30633,-0.5516242,0.759353400783256,1.0
RTN4IP1,-0.30640584,-1.2183175,0.7592956540023355,1.0
SOCS4,-0.3065449,-0.76475596,0.7591897883899654,1.0
RP11-832N8.1,-0.3066271,-0.34858406,0.7591272335583072,1.0
TPX2,-0.3070759,-23.539146,0.7587856157604056,1.0
SYNE3,-0.3070759,-23.493622,0.7587856157604056,1.0
SRCRB4D,-0.3070759,-23.040989,0.7587856157604056,1.0
IL1A,-0.3070759,-23.306578,0.7587856157604056,1.0
TRAF1,-0.3070759,-23.94022,0.7587856157604056,1.0
C2orf42,-0.3071707,-0.65045375,0.758713449007562,1.0
CTPS2,-0.30722758,-0.6587145,0.7586701499646791,1.0
MYO5B,-0.30725288,-2.4445682,0.7586509061885273,1.0
MZT2B,-0.3072908,0.14828525,0.7586220408046098,1.0
UNC50,-0.30736664,0.44227368,0.758564311046031,1.0
SLC24A4,-0.30742985,0.44097745,0.7585162039420063,1.0
TRPM7,-0.3074425,-0.11711777,0.7585065826333771,1.0
PTCD2,-0.30796084,-23.223368,0.7581121411927948,1.0
RP11-95K23.5,-0.30796084,-23.683546,0.7581121411927948,1.0
CPOX,-0.3081947,-0.50040877,0.7579341821254123,1.0
HCFC1R1,-0.30820101,0.44330168,0.7579293725988692,1.0
LINC00685,-0.30821368,-0.23769474,0.7579197535738921,1.0
GRPEL2,-0.30841595,-0.042926434,0.7577658542724931,1.0
C20orf112,-0.30851707,0.16748495,0.7576889082216602,1.0
CPED1,-0.30851707,0.1329041,0.7576889082216602,1.0
BRF1,-0.3085297,-0.040595185,0.7576792901341021,1.0
CDK19,-0.30861822,-0.28430456,0.757611964571688,1.0
TPSAB1,-0.3087067,-1.7491364,0.757544640847978,1.0
USF1,-0.30884576,-23.331656,0.7574388501410851,1.0
EIF4ENIF1,-0.30887106,-0.107874624,0.7574196159551954,1.0
METTL12,-0.30889633,-0.389212,0.757400381919515,1.0
RP11-138A9.2,-0.3091618,-0.8364028,0.75719843361657,1.0
CCDC108,-0.30919975,0.09257622,0.7571695852117432,1.0
THAP6,-0.3092187,0.06267784,0.7571551611361886,1.0
MTMR1,-0.3092377,-0.6778082,0.757140737145213,1.0
RINT1,-0.30943996,-0.903956,0.7569868865053913,1.0
PPIE,-0.3095727,0.38626078,0.7568859272558314,1.0
PPP1R16B,-0.3097307,-24.197905,0.7567657430823992,1.0
CMAHP,-0.3097307,-24.266207,0.7567657430823992,1.0
RP11-469H8.6,-0.3097307,-23.311111,0.7567657430823992,1.0
LOXL3,-0.3099962,-1.025249,0.7565638469147112,1.0
ERMP1,-0.31021112,-0.27689844,0.7564004193286852,1.0
C20orf96,-0.31022376,0.0024907505,0.7563908062805021,1.0
TOE1,-0.31036282,-0.25681484,0.7562850652390649,1.0
HLF,-0.31037545,-0.21986213,0.7562754526433862,1.0
NAALADL2,-0.3105335,-2.175975,0.7561552983802846,1.0
SOSTDC1,-0.31061566,-24.763817,0.7560928204934407,1.0
FAM83G,-0.31061566,-23.274782,0.7560928204934407,1.0
ADGB,-0.31061566,-23.602001,0.7560928204934407,1.0
CCDC117,-0.31067255,0.057394095,0.7560495675059229,1.0
CTD-2666L21.3,-0.3108369,-1.59419,0.7559246187254198,1.0
PIP5K1A,-0.31095067,-0.048083123,0.7558381194624193,1.0
URB2,-0.3110455,-0.13105193,0.7557660390809002,1.0
RASA3,-0.31129834,-1.0002943,0.7555738351243724,1.0
OPRL1,-0.3115006,-23.228918,0.755420082850494,1.0
PBRM1,-0.3116776,0.27099904,0.7552855575573094,1.0
RAB12,-0.31197467,-1.4546148,0.7550597639280192,1.0
SPTLC3,-0.31234762,-1.3232538,0.7547763504866363,1.0
SLC25A32,-0.31244245,-0.25175527,0.7547043014838214,1.0
CA12,-0.31278378,-2.076163,0.7544449427505184,1.0
SBF1,-0.31281537,-0.58367074,0.7544209294531548,1.0
TAF4,-0.31301767,-0.85035247,0.7542672499727785,1.0
DYNLT3,-0.3131188,0.29959658,0.754190413880955,1.0
PTPLB,-0.31322625,0.05027555,0.7541087781994604,1.0
NEURL4,-0.3132705,-23.215849,0.7540751643056689,1.0
KAT7,-0.313359,0.22687319,0.7540079379159379,1.0
CD79A,-0.31340325,-2.6399093,0.7539743254201171,1.0
ZNF134,-0.31352332,-1.0194206,0.7538830938526302,1.0
ECT2,-0.31360552,0.085857354,0.75382067423302,1.0
OSBPL6,-0.3137193,-0.88022894,0.7537342497229983,1.0
DUSP11,-0.31382674,0.47460446,0.7536526294071477,1.0
GTPBP3,-0.3140859,0.534988,0.753455791735798,1.0
AC092295.7,-0.31415543,-23.326971,0.7534029843542525,1.0
TCP11L2,-0.31415543,-23.461067,0.7534029843542525,1.0
SFXN2,-0.31429452,-1.8678157,0.7532973730518738,1.0
ALG6,-0.31430715,0.24347197,0.7532877722532406,1.0
CTC-524C5.2,-0.3144968,0.58996737,0.7531437648523533,1.0
SEC23IP,-0.3145347,0.3246158,0.7531149644025996,1.0
PDIK1L,-0.31461054,-0.19967276,0.7530573645338142,1.0
SNX16,-0.3148887,-0.28212366,0.7528461767772039,1.0
SMARCC2,-0.31496453,-0.047788795,0.7527885833255175,1.0
CCR7,-0.31504038,-24.567995,0.7527309912497697,1.0
SYT8,-0.31504038,-23.832626,0.7527309912497697,1.0
GS1-124K5.12,-0.31504038,-23.813707,0.7527309912497697,1.0
PCDH17,-0.31541964,-1.0251843,0.7524430515205532,1.0
RPS6KB1,-0.3154955,-0.2603044,0.7523854677067034,1.0
GOLGA4,-0.3155587,0.22359353,0.752337482247809,1.0
KDR,-0.31592533,-24.304733,0.7520591854663917,1.0
CCDC60,-0.31592533,-23.43939,0.7520591854663917,1.0
GRAMD1B,-0.31592533,-23.192286,0.7520591854663917,1.0
MARCH10,-0.31592533,-23.658203,0.7520591854663917,1.0
FIGNL1,-0.31592533,-23.301832,0.7520591854663917,1.0
TBC1D3P1-DHX40P1,-0.31592533,-23.841866,0.7520591854663917,1.0
TTC27,-0.31602648,-0.26099792,0.7519824196112253,1.0
C17orf75,-0.3160644,0.12607335,0.7519536330480525,1.0
ZBTB22,-0.31638044,-0.49051976,0.7517137584443917,1.0
BLZF1,-0.3164247,0.15680297,0.7516801779133477,1.0
RP11-782C8.5,-0.31681028,-24.638508,0.7513875674778651,1.0
TLR6,-0.31681028,-23.370989,0.7513875674778651,1.0
ADORA1,-0.31681028,-23.128447,0.7513875674778651,1.0
SCEL,-0.31681028,-23.739143,0.7513875674778651,1.0
CHAC2,-0.31720218,-0.81624126,0.7510901967760657,1.0
AC159540.1,-0.3172654,-0.1041638,0.7510422372204059,1.0
LDB1,-0.31753087,-1.2785758,0.7508408175914233,1.0
ITK,-0.31769523,-24.562126,0.750716137757509,1.0
RP11-556K13.1,-0.31769523,-23.826235,0.750716137757509,1.0
ZNF599,-0.3177774,-0.80633545,0.7506538002814784,1.0
PCNT,-0.317809,0.4797046,0.7506298247625731,1.0
KIAA0040,-0.3183526,0.019446459,0.7502174835485421,1.0
CASC2,-0.31858015,-23.499113,0.7500448967782156,1.0
DAGLA,-0.31858015,-23.178972,0.7500448967782156,1.0
C1orf168,-0.31858015,-23.515549,0.7500448967782156,1.0
BRK1,-0.31884566,0.007926976,0.7498435613595794,1.0
KLF8,-0.31884566,-0.09342142,0.7498435613595794,1.0
ZNF598,-0.3188962,0.18256958,0.7498052136878357,1.0
PLXNB1,-0.31930077,-0.85779655,0.7494984545833552,1.0
ZNF195,-0.3194019,-0.05611663,0.7494217709964277,1.0
MMP24,-0.3194651,-23.779644,0.7493738450124486,1.0
SLC35G2,-0.3194651,-23.828344,0.7493738450124486,1.0
LRRC29,-0.31960416,-1.454553,0.7492684112545351,1.0
RP11-128M1.1,-0.31975588,-0.37504134,0.7491533979538555,1.0
REEP6,-0.31980014,-0.6795247,0.7491198534586215,1.0
KCNS3,-0.3199202,-0.81834304,0.7490288065072611,1.0
MED22,-0.32019836,-0.021921193,0.7488179743683108,1.0
TMCO2,-0.32035005,-23.01446,0.7487029829322418,1.0
C5AR2,-0.32035005,-23.26686,0.7487029829322418,1.0
DNAH2,-0.32035005,-23.639202,0.7487029829322418,1.0
C12orf79,-0.32035005,-24.108505,0.7487029829322418,1.0
SCN1A,-0.32035005,-23.623545,0.7487029829322418,1.0
FAAH,-0.32072932,0.32896143,0.7484155287960463,1.0
SNAPC4,-0.32076725,-1.1943756,0.7483867853048309,1.0
RPP40,-0.3209948,-0.5926318,0.7482143317020413,1.0
SPEF1,-0.32108963,-2.9330018,0.7481424797514287,1.0
MEFV,-0.321235,-23.36648,0.7480323110091989,1.0
PFAS,-0.321235,-23.30866,0.7480323110091989,1.0
RP11-22C11.2,-0.321235,-23.418575,0.7480323110091989,1.0
NRL,-0.321235,-23.348919,0.7480323110091989,1.0
RASGRP3,-0.32137406,-1.8208587,0.747926937026594,1.0
TXK,-0.32161427,-0.5851381,0.7477449385131923,1.0
CYP51A1,-0.3216269,-1.2583338,0.7477353600334329,1.0
BRAP,-0.3218039,-0.23580638,0.7476012654067874,1.0
UNC5B-AS1,-0.32211995,-23.239004,0.7473618297144917,1.0
GPT2,-0.32211995,-23.229284,0.7473618297144917,1.0
SULT2B1,-0.32211995,-23.333454,0.7473618297144917,1.0
OPA3,-0.32251185,-0.020867359,0.7470649633102682,1.0
TMEM71,-0.32273307,-2.045114,0.7468973940028881,1.0
KIAA1841,-0.32275206,-0.6541868,0.7468830314759894,1.0
C5orf28,-0.32291007,-0.12672873,0.746763347170757,1.0
MED23,-0.32295433,-0.11059157,0.7467298366595714,1.0
MEX3D,-0.3230049,-23.328188,0.7466915395188601,1.0
SRGAP3-AS2,-0.3230049,-23.827349,0.7466915395188601,1.0
RP11-187C18.2,-0.3230049,-23.417671,0.7466915395188601,1.0
ID4,-0.3230049,-0.058583006,0.7466915395188601,1.0
