gene,KO_vehicle_minus_WT_vehicle,KO_rapamycin_minus_KO_vehicle,KO_rapamycin_vs_WT_vehicle_descriptive
P2RX7,-2.937340891166668,-0.7606228956666665,-3.697963786833334
LOC401585,-0.16847771766666664,,
GRIN2A,0.11904207283333335,0.12633548549999996,0.2453775583333333
RAC1,-13.988152718999999,9.738643357222223,-4.2495093617777755
KRTAP4-9,0.20561109433333358,-0.5400306039999998,-0.3344195096666662
RAB4B,1.4048110965,1.6127151578333332,3.017526254333333
TRIM16,,,
RMI2,-17.540236580000002,9.415836603333336,-8.124399976666666
LOC101927069,,,
LOC105374428,,,-0.28140814999999997
LOC101929660,,,
LOC157273,-1.3127367743333327,-1.1083718176666668,-2.4211085919999995
PGAP1,-0.05904305208333227,0.43515725600000366,0.3761142039166714
